Geneid,RNA-seq_Gametocyte_WT_1,RNA-seq_Gametocyte_WT_2,RNA-seq_Gametocyte_WT_3,RNA-seq_gSNF2_KO_1,RNA-seq_gSNF2_KO_2,RNA-seq_gSNF2_KO_3
PBANKA_0901500,517,262,91,86,213,63
PBANKA_0901600,731,286,126,83,273,56
PBANKA_0901700,2094,2083,1373,2506,5681,977
PBANKA_0901800,2400,745,260,151,581,120
PBANKA_0901900,229241,73571,1550,16444,62009,18612
PBANKA_0902000,684,353,139,5,40,5
PBANKA_0902100,1109,358,38,65,411,68
PBANKA_0902200,894,250,109,171,316,91
PBANKA_0902300,18190,4920,132,1029,5005,1260
PBANKA_0902400,6191,1908,629,74,257,50
PBANKA_0902500,7062,2462,704,799,2214,566
PBANKA_0902600,670,230,121,32,101,17
PBANKA_0902700,487,672,193,177,313,111
PBANKA_0902800,119,18,10,9,35,8
PBANKA_0902900,39384,37948,9716,4927,24617,3904
PBANKA_0903000,2885,1785,558,464,1002,347
PBANKA_0903100,4091,2529,740,165,683,206
PBANKA_0903200,925,636,286,468,720,235
PBANKA_0903300,817,373,123,128,299,63
PBANKA_0903400,1560,869,348,229,707,147
PBANKA_0903500,739,235,94,116,251,81
PBANKA_0903600,4431,1983,488,827,1947,348
PBANKA_0903700,944,825,187,221,704,65
PBANKA_0903800,82048,29871,7524,8283,26839,5500
PBANKA_0903900,1338,440,160,148,492,84
PBANKA_0904000,1861,1168,654,755,3473,291
PBANKA_0904100,1339,993,314,394,673,188
PBANKA_0904200,9949,4836,1315,810,3752,649
PBANKA_0904300,811,678,231,274,841,146
PBANKA_0904400,977,357,96,67,238,68
PBANKA_0904500,1480,558,186,207,549,101
PBANKA_0904600,9812,4630,1045,272,966,314
PBANKA_0904700,2218,1825,625,750,1873,438
PBANKA_0904800,1917,572,219,66,259,70
PBANKA_0904900,667,533,660,1096,2055,361
PBANKA_0905000,1949,1495,792,799,3634,410
PBANKA_0905100,432,328,99,89,226,82
PBANKA_0905200,3874,2364,688,717,1966,335
PBANKA_0905300,1921,976,384,203,654,185
PBANKA_0905400,666,388,168,37,256,41
PBANKA_0905500,1559,705,222,178,768,112
PBANKA_0905600,6271,5237,1417,3031,3571,1954
PBANKA_0905700,978,421,118,155,329,90
PBANKA_0905800,822,463,207,148,498,97
PBANKA_0905900,101094,38199,7197,7521,34143,5771
PBANKA_0906000,470,155,46,37,150,44
PBANKA_0906100,329,244,76,66,192,64
PBANKA_0906200,1993,1098,310,155,752,111
PBANKA_0906300,355,171,64,71,199,30
PBANKA_0906400,2986,2087,1625,1476,6603,742
PBANKA_0906500,3108,1789,600,213,1504,134
PBANKA_0906600,1831,803,292,309,827,163
PBANKA_0906700,6478,2255,834,482,1456,254
PBANKA_0906800,94,12,4,17,36,9
PBANKA_0906900,17087,4052,157,1020,4615,929
PBANKA_0907000,2266,797,274,196,649,135
PBANKA_0907100,52842,35372,9873,5624,22711,3429
PBANKA_0907200,2187,1301,383,507,1039,312
PBANKA_0907300,980,447,195,123,543,53
PBANKA_0907400,1110,383,184,70,404,31
PBANKA_0907500,3421,1835,563,204,708,164
PBANKA_0907600,597,233,97,56,582,39
PBANKA_0907700,2830,1102,334,382,1414,404
PBANKA_0907800,1124,715,274,439,817,210
PBANKA_0907900,221450,72947,1332,15093,59492,11436
PBANKA_0908000,2374,777,226,145,688,103
PBANKA_0908100,2626,772,241,338,832,178
PBANKA_0908200,1884,758,267,179,761,188
PBANKA_0908300,7068,2475,423,817,2449,767
PBANKA_0908400,2302,557,115,135,679,88
PBANKA_0908500,13158,4007,870,576,2118,248
PBANKA_0908600,382,539,177,220,489,163
PBANKA_0908700,2949,1501,483,367,917,158
PBANKA_0908800,6186,4415,1103,490,1635,141
PBANKA_0908900,2379,2158,499,635,1325,361
PBANKA_0909000,294,190,51,22,166,36
PBANKA_0909100,660,442,207,134,640,63
PBANKA_0909200,2696,915,207,252,848,184
PBANKA_0909300,797,438,104,126,277,45
PBANKA_0909400,2031,958,293,127,405,90
PBANKA_0909500,4998,3363,1045,1178,2461,901
PBANKA_0909600,18656,6114,449,1463,4684,1586
PBANKA_0909700,346,155,170,40,592,20
PBANKA_0909800,941,525,115,180,414,128
PBANKA_0909900,3936,1457,366,377,1307,299
PBANKA_0910000,5458,2424,372,524,1879,256
PBANKA_0910100,483,230,88,62,195,51
PBANKA_0910200,6637,2062,588,774,1603,556
PBANKA_0910300,11443,3617,173,1178,5131,988
PBANKA_0910400,75,26,1,9,32,16
PBANKA_0910500,32,37,18,11,28,22
PBANKA_0910600,334,213,77,23,226,17
PBANKA_0910700,8389,2322,98,369,1732,308
PBANKA_0910800,3386,999,306,57,263,47
PBANKA_0910900,1836,1431,493,88,511,39
PBANKA_0911000,4850,2019,742,154,679,67
PBANKA_0911100,2665,1420,408,39,169,19
PBANKA_0911200,564,540,284,363,813,119
PBANKA_0911300,343,162,96,94,207,47
PBANKA_0911400,1543,643,209,237,551,121
PBANKA_0911500,2927,1573,441,160,575,104
PBANKA_0911600,1599,1380,397,460,880,408
PBANKA_0911650,59,263,565,610,2560,165
PBANKA_0911700,14917,6857,1524,1366,3151,812
PBANKA_0911800,1751,771,270,98,541,78
PBANKA_0911900,454,180,66,51,184,42
PBANKA_0912000,3729,1227,278,322,918,227
PBANKA_0912100,6543,3806,1485,918,2407,577
PBANKA_0912200,670,289,111,105,272,59
PBANKA_0912300,5224,1718,528,539,1384,522
PBANKA_0912400,2925,1063,376,434,1119,313
PBANKA_0912500,23010,9745,2751,3161,7099,3397
PBANKA_0912600,24347,6181,183,934,3931,1089
PBANKA_0912700,2385,1103,365,470,732,327
PBANKA_0912800,196,97,45,17,98,17
PBANKA_0912900,234,161,82,19,279,17
PBANKA_0913000,11118,3655,933,786,1722,436
PBANKA_0913100,779,680,241,125,350,51
PBANKA_0913200,1198,605,234,170,623,131
PBANKA_0913300,740,291,109,105,277,83
PBANKA_0913400,3743,1892,900,591,1739,286
PBANKA_0913500,111,43,36,12,75,10
PBANKA_0913600,2710,1691,550,322,685,181
PBANKA_0913700,1147,546,223,141,422,84
PBANKA_0913800,2136,839,226,299,655,234
PBANKA_0913900,2953,1457,370,338,1310,264
PBANKA_0914000,546,413,134,178,333,92
PBANKA_0914100,6058,2401,154,480,1851,447
PBANKA_0914200,3082,1099,307,356,1305,248
PBANKA_0914300,1499,716,354,230,524,166
PBANKA_0914400,6856,3067,938,1149,2118,762
PBANKA_0914500,2164,652,206,266,715,243
PBANKA_0914600,16990,6672,1796,1861,5269,1570
PBANKA_0914700,1623,757,254,227,519,316
PBANKA_0914800,236,90,49,42,119,30
PBANKA_0914900,686,280,93,56,165,31
PBANKA_0915000,1051,863,184,257,445,128
PBANKA_0915100,129,77,39,20,61,13
PBANKA_0915200,912,180,59,58,191,45
PBANKA_0915300,1732,1068,299,449,771,210
PBANKA_0915400,4373,1068,593,658,2149,277
PBANKA_0915500,189,243,200,34,302,31
PBANKA_0915600,2812,2128,2329,1647,6383,913
PBANKA_0915700,654,422,180,257,375,141
PBANKA_0915800,487,362,137,106,225,102
PBANKA_0915900,563,173,68,40,132,41
PBANKA_0916000,696,320,104,79,221,34
PBANKA_0916100,8073,3341,1165,233,1768,152
PBANKA_0916200,4827,2023,786,574,1387,544
PBANKA_0916300,38,41,15,8,29,10
PBANKA_0916400,7236,2700,410,719,2087,513
PBANKA_0916500,107,33,10,8,36,32
PBANKA_0916600,4023,1801,439,521,1514,452
PBANKA_0916650,982,985,284,233,568,174
PBANKA_0916700,40764,37814,9489,6604,20111,3298
PBANKA_0916800,262,124,46,74,192,72
PBANKA_0916900,1356,609,213,201,550,140
PBANKA_0917000,2550,1395,491,131,542,80
PBANKA_0917100,1527,1037,316,322,815,192
PBANKA_0917200,1587,1144,216,532,811,214
PBANKA_0917300,775,276,69,230,406,122
PBANKA_0917400,3566,1432,462,349,1014,255
PBANKA_0917500,12861,3539,873,936,3823,856
PBANKA_0917700,3226,931,260,383,1244,306
PBANKA_0917800,1180,658,265,197,925,195
PBANKA_0917900,3278,1766,695,936,1714,325
PBANKA_0917980,98,52,26,8,90,5
PBANKA_0917990,147,113,57,33,138,13
PBANKA_0918000,10052,6782,2819,3869,6221,1960
PBANKA_0918100,1372,517,292,74,722,57
PBANKA_0918200,426,117,60,33,127,34
PBANKA_0918300,4168,1657,667,497,1564,253
PBANKA_0918400,436,343,126,50,264,50
PBANKA_0918500,912,496,221,234,795,126
PBANKA_0918600,8835,5111,1645,448,1629,296
PBANKA_0918700,330,152,75,31,219,21
PBANKA_0918800,754,463,151,169,346,114
PBANKA_0918900,2408,788,129,161,753,103
PBANKA_0919000,1290,640,254,189,408,138
PBANKA_0919100,13637,7334,2181,1015,4840,774
PBANKA_0919200,1340,580,192,81,524,81
PBANKA_0919300,1555,1055,354,499,669,323
PBANKA_0919400,3295,1855,546,643,1137,255
PBANKA_0919500,347,136,51,54,173,42
PBANKA_0919600,3044,1274,171,201,1239,113
PBANKA_0919700,723,425,177,120,403,78
PBANKA_0919800,2280,1140,454,462,1061,246
PBANKA_0919900,10399,4483,1281,1484,3835,1277
PBANKA_0920000,1323,807,249,205,520,139
PBANKA_0920100,1531,867,278,136,717,118
PBANKA_0920300,1130,433,109,170,399,101
PBANKA_0920400,6591,1932,312,736,2123,602
PBANKA_0920500,4873,2950,751,725,1950,476
PBANKA_0920600,1563,1006,296,110,572,85
PBANKA_0920700,1960,1000,402,68,212,30
PBANKA_0920800,5706,4738,2498,1509,6175,884
PBANKA_0920900,4658,2917,935,527,1975,295
PBANKA_0921000,134,105,52,29,203,40
PBANKA_0921100,1133,754,260,325,615,383
PBANKA_0921200,170,242,82,214,504,103
PBANKA_0921300,2275,1181,398,336,773,256
PBANKA_0921400,998,513,171,124,356,55
PBANKA_0921500,528,385,184,241,557,174
PBANKA_0921600,4269,2108,486,470,1782,934
PBANKA_0921700,14845,8901,2240,1475,5942,1220
PBANKA_0921800,1659,650,296,175,651,58
PBANKA_0921900,764,241,121,63,324,46
PBANKA_0922000,1014,442,185,116,461,125
PBANKA_0922100,5543,3841,1156,1131,2934,606
PBANKA_0922200,1305,611,233,354,623,162
PBANKA_0922300,3965,1543,465,530,1169,274
PBANKA_0922400,576,326,177,218,312,92
PBANKA_0922500,3906,2308,784,804,1703,303
PBANKA_0922600,822,555,195,113,526,193
PBANKA_0922700,549,448,203,246,871,92
PBANKA_0922800,1203,843,230,195,494,110
PBANKA_0922900,3316,2232,634,521,1426,427
PBANKA_0923000,4511,2143,237,507,1685,442
PBANKA_0923100,269,185,57,103,292,65
PBANKA_0923200,653,276,103,145,331,95
PBANKA_0923300,14863,14811,5370,7480,14707,4239
PBANKA_0923400,3680,2247,595,581,2089,348
PBANKA_0923500,1169,999,343,193,975,123
PBANKA_0923600,2906,3128,817,1007,1735,903
PBANKA_0923700,1322,551,202,139,487,83
PBANKA_0923800,65,22,9,6,20,12
PBANKA_0923900,250,71,42,31,109,20
PBANKA_0924000,2670,1242,400,514,1062,347
PBANKA_0924100,7111,4228,1265,496,2709,341
PBANKA_0924200,599,142,69,72,218,44
PBANKA_0924300,4819,2512,902,795,2011,518
PBANKA_0924400,617,409,131,231,276,105
PBANKA_0924500,1573,371,107,94,411,84
PBANKA_0924600,484,411,104,164,267,64
PBANKA_0924700,4100,1563,509,397,1253,250
PBANKA_0924800,4165,1258,358,468,1366,308
PBANKA_0924900,3657,2725,848,882,2068,766
PBANKA_0925000,5837,2591,1082,769,2968,525
PBANKA_0925100,9798,4792,1668,375,1695,216
PBANKA_0925200,10250,4010,260,1183,3442,772
PBANKA_0925300,6316,2465,352,761,1929,583
PBANKA_0925400,68492,8396,307,771,7842,985
PBANKA_0925500,6779,2139,145,504,1733,349
PBANKA_0925600,533,254,97,54,212,31
PBANKA_0925700,5107,1818,190,199,681,138
PBANKA_0925800,4171,1381,285,283,1100,268
PBANKA_0925900,2071,613,217,226,509,158
PBANKA_0926000,202,68,36,17,112,14
PBANKA_0926100,705,252,71,47,192,45
PBANKA_0926200,812,337,131,116,314,83
PBANKA_0926300,1605,761,235,126,578,82
PBANKA_0926400,794,416,127,89,259,77
PBANKA_0926500,30636,9222,2702,2464,10762,1853
PBANKA_0926600,3549,1256,391,297,1147,255
PBANKA_0926700,6106,3913,2524,3382,7734,1072
PBANKA_0926800,1003,371,108,155,383,99
PBANKA_0926900,5501,2796,818,887,1700,636
PBANKA_0927000,3486,880,287,260,775,191
PBANKA_0927100,389,360,198,146,785,34
PBANKA_0927200,4244,1326,366,534,1343,323
PBANKA_0927300,3520,3756,903,543,2085,300
PBANKA_0927400,1787,1096,328,140,468,83
PBANKA_0927500,1098,638,157,92,303,44
PBANKA_0927600,62600,17328,5149,7646,25449,5800
PBANKA_0927700,24907,6985,231,91,222,91
PBANKA_0927800,1565,542,88,98,233,70
PBANKA_0927900,724,440,140,72,356,51
PBANKA_0928000,842,629,217,88,576,35
PBANKA_0928100,4676,2787,1262,1253,2089,865
PBANKA_0928200,4313,2606,850,398,2289,303
PBANKA_0928300,4163,1844,349,225,809,209
PBANKA_0928400,879,567,191,91,464,70
PBANKA_0928500,2757,1265,407,514,1055,231
PBANKA_0928600,308,200,61,83,174,58
PBANKA_0928700,4609,943,288,305,1211,223
PBANKA_0928800,1531,746,207,318,475,294
PBANKA_0928900,450,460,208,114,354,40
PBANKA_0929000,273,217,83,29,177,18
PBANKA_0929100,2768,1575,712,369,1985,219
PBANKA_0929200,5005,4045,1654,1939,4559,918
PBANKA_0929300,5880,4564,1469,1062,2791,1026
PBANKA_0929400,6153,2753,830,543,2275,612
PBANKA_0929500,691,385,125,135,363,87
PBANKA_0929600,1649,770,235,226,571,111
PBANKA_0929700,2757,2023,504,476,1512,310
PBANKA_0929800,2034,662,274,227,651,144
PBANKA_0929900,1389,1120,265,351,982,202
PBANKA_0930000,777,461,284,295,1035,99
PBANKA_0930100,7369,2867,730,775,3098,649
PBANKA_0930200,4184,1702,516,444,1201,298
PBANKA_0930300,4092,2201,880,908,1509,742
PBANKA_0930400,448,349,103,172,340,94
PBANKA_0930500,693,292,95,100,283,82
PBANKA_0930600,699,427,131,204,299,90
PBANKA_0930700,1273,625,270,250,664,107
PBANKA_0930800,1191,363,147,129,365,191
PBANKA_0930900,2768,1579,589,542,1496,351
PBANKA_0931000,859,221,85,78,286,67
PBANKA_0931100,7847,6284,2599,3120,7373,1412
PBANKA_0931200,6769,2863,1017,1205,2643,867
PBANKA_0931300,11519,5942,1866,1545,3250,1275
PBANKA_0931400,383,139,64,78,118,64
PBANKA_0931500,13748,9154,3757,2683,10991,1609
PBANKA_0931600,3471,1991,598,492,1284,421
PBANKA_0931700,1426,872,362,359,684,322
PBANKA_0931800,1091,792,298,203,764,162
PBANKA_0931900,6095,1901,542,657,2327,549
PBANKA_0932000,3137,2136,640,497,1062,677
PBANKA_0932100,2854,2791,1215,1375,2539,851
PBANKA_0932200,6519,5612,3484,3497,7729,1784
PBANKA_0932300,796,808,301,387,811,124
PBANKA_0932400,3516,1140,585,414,911,297
PBANKA_0932500,105369,59865,15042,24844,37208,11075
PBANKA_0932600,19961,19232,5292,10710,16088,5746
PBANKA_0932700,298,193,86,100,226,75
PBANKA_0932800,3612,1112,60,280,944,260
PBANKA_0932900,481,161,47,80,110,76
PBANKA_0933000,8741,6087,2150,1860,4889,1290
PBANKA_0933100,354,155,52,13,38,14
PBANKA_0933200,729,380,118,56,189,49
PBANKA_0933300,2019,670,251,134,428,112
PBANKA_0933400,1103,834,302,160,747,122
PBANKA_0933500,2193,1606,826,703,2003,447
PBANKA_0933600,1398,853,239,134,414,116
PBANKA_0933700,6846,3332,1307,259,1882,143
PBANKA_0933800,1062,335,141,140,320,76
PBANKA_0933900,962,711,340,263,826,142
PBANKA_0934000,384,248,97,50,217,24
PBANKA_0934100,933,266,142,142,355,77
PBANKA_0934200,4484,2864,1072,1640,2740,864
PBANKA_0934300,2818,1350,464,434,1260,172
PBANKA_0934400,1003,567,219,97,566,91
PBANKA_0934500,6156,3754,1046,1540,2986,767
PBANKA_0934600,2823,776,66,139,736,178
PBANKA_0934700,4987,2917,1065,400,2162,140
PBANKA_0934800,575,225,62,88,162,46
PBANKA_0934900,887,464,120,42,124,63
PBANKA_0935000,1465,1090,385,147,336,148
PBANKA_0935100,122,50,23,22,70,13
PBANKA_0935200,602,257,102,47,244,33
PBANKA_0935300,1087,377,153,134,500,102
PBANKA_0935400,253,144,81,81,180,40
PBANKA_0935500,12300,3543,433,1157,3726,2036
PBANKA_0935600,960,769,573,230,1780,109
PBANKA_0935700,683,457,187,237,470,160
PBANKA_0935800,2368,1303,464,232,1054,138
PBANKA_0935900,814,229,102,54,259,48
PBANKA_0936000,3958,2881,316,631,1986,429
PBANKA_0936100,419,148,76,23,159,28
PBANKA_0936200,235,56,38,34,101,16
PBANKA_0936300,704,206,95,62,246,39
PBANKA_0936400,4113,2856,867,1088,2578,703
PBANKA_0936500,2500,1041,394,413,794,288
PBANKA_0936600,1278,666,305,212,479,119
PBANKA_0936700,2401,1070,388,159,652,120
PBANKA_0936800,3349,2630,1087,110,414,35
PBANKA_0936900,4684,3846,1569,425,951,156
PBANKA_0937000,429,410,135,206,253,104
PBANKA_0937100,3617,1116,385,526,1216,385
PBANKA_0937200,9171,2926,487,887,2461,780
PBANKA_0937300,1637,1016,389,273,886,153
PBANKA_0937400,2713,994,155,260,939,288
PBANKA_0937500,20048,10718,2622,2309,7663,1438
PBANKA_0937600,187,106,57,66,409,43
PBANKA_0937700,2710,2276,743,306,1824,305
PBANKA_0937750,6,4,0,2,0,5
PBANKA_0937800,1515,789,246,211,806,83
PBANKA_0937840,16,12,5,1,13,1
PBANKA_0937860,22,4,6,7,20,2
PBANKA_0937880,3,4,0,3,8,1
PBANKA_0937900,2511,1524,697,339,1936,416
PBANKA_0938000,102273,41786,10155,9358,33476,6412
PBANKA_0938050,13,3,1,6,15,5
PBANKA_0938100,187,132,41,28,247,32
PBANKA_0938200,868,338,120,119,576,27
PBANKA_0938300,4650,2070,651,1039,1924,654
PBANKA_0938400,7475,2408,878,416,1837,256
PBANKA_0938500,4382,3707,1343,1680,3024,935
PBANKA_0938600,2013,1161,444,320,900,211
PBANKA_0938700,234,94,32,18,87,40
PBANKA_0938800,10137,4483,1215,773,3279,586
PBANKA_0938900,4253,2092,543,334,1024,255
PBANKA_0939000,62654,27069,4449,4328,17329,3768
PBANKA_0939100,29004,10016,2343,2110,7953,2455
PBANKA_0939200,1021,285,138,79,431,48
PBANKA_0939300,3983,1140,406,153,733,175
PBANKA_0939400,517,348,92,99,215,80
PBANKA_0939500,11094,9321,2821,5649,6871,3635
PBANKA_0939600,46312,9520,185,1266,11456,1430
PBANKA_0939700,995,585,211,189,467,127
PBANKA_0939800,998,492,226,130,411,126
PBANKA_0939900,589,454,160,245,511,142
PBANKA_0940000,655,414,129,47,460,58
PBANKA_0940100,3180,1348,454,476,1201,369
PBANKA_0940200,1346,594,187,179,513,134
PBANKA_0940300,3111,2122,552,653,1936,487
PBANKA_0940400,796,335,127,143,423,126
PBANKA_0940500,366,118,40,10,144,19
PBANKA_0940600,2235,1137,403,383,906,223
PBANKA_0940700,710,386,183,97,250,54
PBANKA_0940800,878,796,375,247,960,140
PBANKA_0940900,2014,1225,323,257,842,195
PBANKA_0941000,265,50,19,4,89,7
PBANKA_0941100,4921,2683,861,1105,2043,552
PBANKA_0941200,2138,1534,321,658,1319,356
PBANKA_0941300,2768,1796,707,140,573,79
PBANKA_0941400,1168,1015,307,50,126,41
PBANKA_0941500,9224,6220,1932,2314,3595,1548
PBANKA_0941600,4925,1477,632,409,1282,308
PBANKA_0941700,1955,845,233,64,171,61
PBANKA_0941800,54403,12942,6349,3953,49704,4336
PBANKA_0941900,56951,20756,25629,13258,150787,11553
PBANKA_0942000,5223,1116,421,278,1253,351
PBANKA_0942100,759,231,112,76,225,45
PBANKA_0942200,456,189,113,91,198,48
PBANKA_0942300,3655,1673,573,127,528,138
PBANKA_0942400,3490,1521,486,143,582,181
PBANKA_0942500,3244,1548,613,431,1022,188
PBANKA_0942600,2471,1139,310,331,799,128
PBANKA_0942700,11875,5099,786,1788,4296,1502
PBANKA_0942800,332,205,84,77,159,42
PBANKA_0942900,3540,1557,615,261,980,165
PBANKA_0943000,232,72,26,24,79,10
PBANKA_0943100,12785,2730,145,673,3731,881
PBANKA_0943200,1204,607,167,182,518,107
PBANKA_0943300,1000,358,151,120,304,63
PBANKA_0943400,70838,58840,16126,25971,35682,14590
PBANKA_0943500,705,245,11,50,266,38
PBANKA_0943541,11,28,31,29,46,26
PBANKA_0943561,5,6,1,3,7,9
PBANKA_0943600,6591,5552,2502,3622,8174,2080
PBANKA_0943700,346,357,114,72,314,52
PBANKA_0943800,37,21,12,5,17,7
PBANKA_0943900,272,111,68,202,231,8
PBANKA_0944000,107,36,9,20,42,6
PBANKA_0944021,0,0,0,0,0,0
PBANKA_0944041,80,29,1,16,66,3
PBANKA_0944061,160,51,24,15,41,3
PBANKA_0944081,229,73,24,25,92,2
PBANKA_0944101,210,72,21,9,28,5
PBANKA_0944121,0,0,0,0,0,0
PBANKA_1000011,508,231,13,47,427,58
PBANKA_1000021,0,0,0,0,0,0
PBANKA_1000031,0,0,0,1,0,0
PBANKA_1000041,0,0,0,0,0,0
PBANKA_1000051,0,0,0,0,0,0
PBANKA_1000061,0,0,0,0,0,0
PBANKA_1000071,0,0,0,0,0,0
PBANKA_1000081,1,0,0,0,0,0
PBANKA_1000091,0,0,0,0,0,0
PBANKA_1000100,100,62,5,11,58,25
PBANKA_1000200,0,0,0,0,0,0
PBANKA_1000300,1271,1043,342,302,633,177
PBANKA_1000400,299,149,44,20,94,7
PBANKA_1000451,3,0,1,0,0,0
PBANKA_1000500,1172,666,241,337,564,126
PBANKA_1000600,3117,1485,582,1137,1136,427
PBANKA_1000651,1,0,3,0,0,7
PBANKA_1000700,1822,680,239,273,584,230
PBANKA_1000800,373,274,68,68,157,47
PBANKA_1000900,96,33,33,21,121,16
PBANKA_1001000,3942,1390,107,346,1450,247
PBANKA_1001100,1769,915,317,252,683,172
PBANKA_1001200,1035,346,95,148,494,101
PBANKA_1001300,951,402,175,112,287,71
PBANKA_1001400,8376,4648,1282,1789,3570,1109
PBANKA_1001500,2776,1078,276,417,794,218
PBANKA_1001600,4364,1902,549,518,1586,363
PBANKA_1001700,151,188,78,57,161,18
PBANKA_1001800,1438,412,80,51,401,125
PBANKA_1001900,220,147,61,60,96,25
PBANKA_1002000,7182,3766,992,1037,2383,542
PBANKA_1002100,8694,6837,1929,1442,4699,1257
PBANKA_1002200,11,9,1,1,16,9
PBANKA_1002300,574,497,65,161,677,117
PBANKA_1002400,1070,754,162,160,398,105
PBANKA_1002500,4014,2513,620,467,1275,188
PBANKA_1002600,938,889,257,352,624,101
PBANKA_1002700,525,293,72,113,251,32
PBANKA_1002800,6074,2415,350,925,1859,648
PBANKA_1002900,333,171,58,50,83,35
PBANKA_1003000,187,51,22,8,51,16
PBANKA_1003100,11732,3850,192,565,3335,347
PBANKA_1003200,560,561,173,146,388,78
PBANKA_1003300,1571,736,367,98,319,89
PBANKA_1003400,39561,11399,360,2653,7642,1990
PBANKA_1003500,1021,664,203,87,450,60
PBANKA_1003600,1556,575,169,143,421,134
PBANKA_1003700,3598,2142,807,644,1951,517
PBANKA_1003800,5141,4116,1575,2223,3877,1261
PBANKA_1003900,41,49,16,2,28,9
PBANKA_1004000,734,585,242,322,494,208
PBANKA_1004100,2729,1379,436,319,647,288
PBANKA_1004200,508,368,135,160,241,64
PBANKA_1004300,1649,781,255,295,757,131
PBANKA_1004400,2046,1421,504,846,1492,508
PBANKA_1004500,9681,2845,208,493,2660,604
PBANKA_1004600,525,260,102,41,257,41
PBANKA_1004700,597,618,252,169,776,99
PBANKA_1004800,1214,829,302,234,757,138
PBANKA_1004900,499,559,183,62,198,45
PBANKA_1005000,415,202,65,58,164,30
PBANKA_1005100,500,152,94,58,237,52
PBANKA_1005200,353,101,28,19,53,20
PBANKA_1005300,5456,2429,339,733,1811,593
PBANKA_1005400,3126,1262,359,320,1261,200
PBANKA_1005500,1042,439,139,91,311,77
PBANKA_1005600,4327,3432,984,409,2124,397
PBANKA_1005700,1525,688,167,314,498,120
PBANKA_1005800,4464,2050,676,230,1280,239
PBANKA_1005900,607,182,78,61,122,43
PBANKA_1006000,236,87,41,26,60,13
PBANKA_1006100,6679,4027,1258,623,1657,323
PBANKA_1006200,1997,1783,183,181,513,173
PBANKA_1006300,981,702,153,199,384,92
PBANKA_1006400,120,73,35,19,50,19
PBANKA_1006500,201,183,78,104,219,47
PBANKA_1006600,1951,719,150,229,726,165
PBANKA_1006700,1576,869,358,356,858,224
PBANKA_1006800,755,543,201,99,398,65
PBANKA_1006900,934,579,205,154,456,107
PBANKA_1007000,1147,966,337,413,864,224
PBANKA_1007100,590,385,132,100,231,55
PBANKA_1007200,8545,2707,459,1012,2278,744
PBANKA_1007300,1921,1195,420,355,794,233
PBANKA_1007400,2355,1180,393,229,799,137
PBANKA_1007500,3099,2010,809,691,1804,333
PBANKA_1007600,2698,1138,347,315,745,183
